app_num,app_name,app_id,release_date,price,price_decimal,user_score_meta_score,owners,playtime_median,developer,developer2,publisher,publisher2
24,Knockout League - Arcade VR Boxing,488920,2/13/2018,1999,$19.99 ,N/A (N/A/84%),19000,00:00 (00:00),Grab Games,Grab Games,Grab Games,Grab Games
25,Sprint Vector,590690,2/8/2018,2999,$29.99 ,N/A (N/A/84%),32000,00:00 (00:00),Survios,Survios,Survios,Survios
26,Reigns: Game of Thrones,897820,10/18/2018,399,$3.99 ,N/A (N/A/84%),79000,00:00 (00:00),Nerial,Nerial,Devolver Digital,Devolver Digital
27,Guacamelee! 2,534550,8/21/2018,1999,$19.99 ,N/A (N/A/84%),162000,00:00 (00:00),DrinkBox Studios,DrinkBox Studios,DrinkBox Studios,DrinkBox Studios
28,Yoku's Island Express,334940,5/29/2018,1999,$19.99 ,N/A (N/A/84%),172000,00:00 (00:00),Villa Gorilla,Villa Gorilla,Team17 Digital Ltd,Team17 Digital Ltd
29,GRIS,683320,12/13/2018,1699,$16.99 ,N/A (N/A/84%),987000,00:00 (00:00),Nomada Studio,Nomada Studio,Devolver Digital,Devolver Digital
30,Frostpunk,323190,4/24/2018,2999,$29.99 ,N/A (N/A/84%),2574000,04:22 (06:10),11 bit studios,11 bit studios,11 bit studios,11 bit studios
31,Pig Eat Ball,339090,9/26/2018,1499,$14.99 ,N/A (N/A/83%),15000,00:00 (00:00),Mommy's Best Games,Mommy's Best Games,Mommy's Best Games,Mommy's Best Games
32,Gunheart,551700,6/4/2018,1499,$14.99 ,N/A (N/A/83%),13000,00:00 (00:00),Drifter®,Drifter®,Drifter®,Drifter®
33,Super Mega Baseball 2,414870,4/30/2018,1999,$19.99 ,N/A (N/A/83%),32000,00:00 (00:00),Metalhead Software Inc.,Metalhead Software Inc.,Metalhead Software Inc.,Metalhead Software Inc.
34,Valkyria Chronicles 4 Complete Edition,790820,9/25/2018,1499,$14.99 ,N/A (N/A/83%),406000,00:19 (00:17),SEGA,SEGA,SEGA,SEGA
35,Parkitect,453090,11/29/2018,2999,$29.99 ,N/A (N/A/83%),331000,00:00 (00:00),Texel Raptor,Texel Raptor,Texel Raptor,Texel Raptor
36,Sunset Overdrive,847370,11/16/2018,1999,$19.99 ,N/A (N/A/83%),481000,00:12 (00:07),"Insomniac Games, Blind Squirrel Games","Insomniac Games, Blind Squirrel Games",Xbox Game Studios,Xbox Game Studios
37,The Messenger,764790,8/30/2018,1999,$19.99 ,N/A (N/A/83%),332000,00:00 (00:00),Sabotage,Sabotage,Devolver Digital,Devolver Digital
38,F1 2018,737800,8/23/2018,2499,$24.99 ,N/A (N/A/83%),487000,14:20 (19:05),Codemasters,Codemasters,Codemasters,Codemasters
39,Two Point Hospital,535930,8/29/2018,3499,$34.99 ,N/A (N/A/83%),1158000,00:35 (00:11),Two Point Studios,Two Point Studios,SEGA,SEGA
42,Myst IV: Revelation,925940,9/24/2018,1499,$14.99 ,N/A (N/A/82%),24000,00:00 (00:00),Ubisoft Montreal,Ubisoft Montreal,Cyan Worlds Inc,Cyan Worlds Inc
43,Jimmy and the Pulsating Mass,706560,8/7/2018,1499,$14.99 ,N/A (N/A/82%),16000,00:00 (00:00),Kasey Ozymy,Kasey Ozymy,Kasey Ozymy,Kasey Ozymy
44,Octogeddon,525620,2/8/2018,888,$8.88 ,N/A (N/A/82%),40000,00:00 (00:00),All Yes Good,All Yes Good,All Yes Good,All Yes Good
45,The Banner Saga 3,485460,7/26/2018,2499,$24.99 ,N/A (N/A/82%),121000,00:00 (00:00),Stoic,Stoic,Versus Evil,Versus Evil
46,Wandersong,530320,9/27/2018,1999,$19.99 ,N/A (N/A/82%),116000,00:00 (00:00),"Greg Lobanov, A Shell in the Pit","Greg Lobanov, A Shell in the Pit",Greg Lobanov,Greg Lobanov
47,HITMAN 2,863550,11/13/2018,9999,$99.99 ,N/A (N/A/82%),5907000,06:08 (04:33),IO Interactive A/S,IO Interactive A/S,Warner Bros Interactive Entertainment,Warner Bros Interactive Entertainment
48,Warhammer: Vermintide 2,552500,3/8/2018,749,$7.49 ,N/A (N/A/82%),3472000,07:11 (04:57),Fatshark,Fatshark,Fatshark,Fatshark
49,Stronghold: A Hero's Fate,955360,11/16/2018,599,$5.99 ,N/A (N/A/81%),1000,00:00 (00:00),Choice of Games,Choice of Games,Choice of Games,Choice of Games
50,The Hex,510420,10/16/2018,999,$9.99 ,N/A (N/A/81%),35000,00:00 (00:00),Daniel Mullins Games,Daniel Mullins Games,Daniel Mullins Games,Daniel Mullins Games
51,CHUCHEL,711660,3/7/2018,999,$9.99 ,N/A (N/A/81%),79000,00:00 (00:00),Amanita Design,Amanita Design,Amanita Design,Amanita Design
52,The Legend of Heroes: Trails of Cold Steel II,748490,2/14/2018,2399,$23.99 ,N/A (N/A/81%),69000,00:00 (00:00),Nihon Falcom,Nihon Falcom,"XSEED Games, Marvelous USA, Inc.","XSEED Games, Marvelous USA, Inc."
53,Moss,846470,6/7/2018,2999,$29.99 ,N/A (N/A/81%),203000,00:00 (00:00),Polyarc,Polyarc,Polyarc,Polyarc
54,Katamari Damacy REROLL,848350,12/6/2018,989,$9.89 ,N/A (N/A/81%),225000,00:00 (00:00),MONKEYCRAFT Co. Ltd.,MONKEYCRAFT Co. Ltd.,BANDAI NAMCO Entertainment,BANDAI NAMCO Entertainment
55,The Elder Scrolls V: Skyrim VR,611670,4/2/2018,5999,$59.99 ,N/A (N/A/81%),535000,00:00 (00:00),Bethesda Game Studios,Bethesda Game Studios,Bethesda Softworks,Bethesda Softworks
56,Ni no Kuni II: Revenant Kingdom,589360,3/23/2018,5999,$59.99 ,N/A (N/A/81%),434000,00:35 (00:11),Level-5,Level-5,BANDAI NAMCO Entertainment,BANDAI NAMCO Entertainment
58,Overcooked! 2,728880,8/7/2018,2499,$24.99 ,N/A (N/A/81%),1617000,00:43 (00:28),"Ghost Town Games Ltd., Team17","Ghost Town Games Ltd., Team17",Team17,Team17
59,The Wizards - Enhanced Edition,586950,3/8/2018,2499,$24.99 ,N/A (N/A/80%),34000,00:00 (00:00),Carbon Studio,Carbon Studio,Carbon Studio,Carbon Studio
60,Youropa,640120,6/27/2018,1999,$19.99 ,N/A (N/A/80%),67000,00:00 (00:00),frecle,frecle,frecle,frecle
61,Hero-U: Rogue to Redemption,375440,7/10/2018,2999,$29.99 ,N/A (N/A/80%),2000,00:00 (00:00),Transolar Games,Transolar Games,Transolar Games,Transolar Games
62,Unforeseen Incidents,501790,5/23/2018,1339,$13.39 ,N/A (N/A/80%),98000,00:00 (00:00),"Backwoods Entertainment, Application Systems Heidelberg","Backwoods Entertainment, Application Systems Heidelberg",Application Systems Heidelberg,Application Systems Heidelberg
63,The Gardens Between,600990,9/19/2018,1999,$19.99 ,N/A (N/A/80%),32000,00:00 (00:00),The Voxel Agents,The Voxel Agents,The Voxel Agents,The Voxel Agents
64,"Guns, Gore and Cannoli 2",525510,3/2/2018,1299,$12.99 ,N/A (N/A/80%),187000,00:55 (00:18),"Rogueside, Claeysbrothers","Rogueside, Claeysbrothers",Rogueside,Rogueside
66,PRO EVOLUTION SOCCER 2019,770240,8/29/2018,0,N/A,N/A (N/A/80%),352000,00:00 (00:00),Konami Digital Entertainment,Konami Digital Entertainment,Konami Digital Entertainment,Konami Digital Entertainment
67,The Red Strings Club,589780,1/22/2018,1499,$14.99 ,N/A (N/A/80%),259000,00:00 (00:00),Deconstructeam,Deconstructeam,Devolver Digital,Devolver Digital
68,SOULCALIBUR VI,544750,10/18/2018,899,$8.99 ,N/A (N/A/80%),332000,00:00 (00:00),"BANDAI NAMCO Studios, Dimps Corporation","BANDAI NAMCO Studios, Dimps Corporation",BANDAI NAMCO Entertainment,BANDAI NAMCO Entertainment
69,FAR: Lone Sails,609320,5/17/2018,1499,$14.99 ,N/A (N/A/80%),438000,00:24 (00:08),Okomotive,Okomotive,Mixtvision,Mixtvision
71,TANGLEWOOD,837190,8/14/2018,1799,$17.99 ,N/A (N/A/79%),2000,00:00 (00:00),Big Evil Corporation,Big Evil Corporation,Big Evil Corporation,Big Evil Corporation
72,Space Invaders Extreme,744050,2/12/2018,979,$9.79 ,N/A (N/A/79%),4000,00:00 (00:00),TAITO CORP.,TAITO CORP.,"Degica, TAITO CORP.","Degica, TAITO CORP."
73,Apex Construct,694090,3/20/2018,1999,$19.99 ,N/A (N/A/79%),9000,00:00 (00:00),Fast Travel Games,Fast Travel Games,Fast Travel Games,Fast Travel Games
74,Semblance,700160,7/24/2018,999,$9.99 ,N/A (N/A/79%),14000,00:00 (00:00),Nyamakop,Nyamakop,Good Shepherd Entertainment,Good Shepherd Entertainment
75,Impulsion,811270,7/19/2018,1299,$12.99 ,N/A (N/A/79%),18000,00:00 (00:00),Driving Force Games,Driving Force Games,Dear Villagers,Dear Villagers
76,Transpose,835950,11/6/2018,1999,$19.99 ,N/A (N/A/79%),24000,00:00 (00:00),Secret Location Inc.,Secret Location Inc.,Secret Location Inc.,Secret Location Inc.
77,La-Mulana 2,835430,7/30/2018,1749,$17.49 ,N/A (N/A/79%),42000,00:00 (00:00),NIGORO,NIGORO,PLAYISM,PLAYISM
78,Minit,609490,4/3/2018,999,$9.99 ,N/A (N/A/79%),73000,00:00 (00:00),"JW, Kitty, Jukio, Dom","JW, Kitty, Jukio, Dom",Devolver Digital,Devolver Digital
79,The Awesome Adventures of Captain Spirit,845070,6/25/2018,0,N/A,N/A (N/A/79%),2698000,00:00 (00:00),DONTNOD Entertainment,DONTNOD Entertainment,Square Enix,Square Enix
80,Wizard of Legend,445980,5/15/2018,1599,$15.99 ,N/A (N/A/79%),953000,00:02 (00:01),Contingent99,Contingent99,"Contingent99, Humble Games","Contingent99, Humble Games"
81,For The King,527230,4/19/2018,1999,$19.99 ,N/A (N/A/79%),1243000,01:51 (01:51),IronOak Games,IronOak Games,Curve Digital,Curve Digital
83,Legendary Gary,688070,2/20/2018,1499,$14.99 ,N/A (N/A/78%),2000,00:00 (00:00),Evan Rogers,Evan Rogers,Evan Rogers,Evan Rogers
84,The Chronicles of Nyanya,704200,2/16/2018,1999,$19.99 ,N/A (N/A/78%),4000,00:00 (00:00),hamstercube,hamstercube,No Gravity Games,No Gravity Games
85,Runner3,516130,5/22/2018,1999,$19.99 ,N/A (N/A/78%),16000,00:00 (00:00),Choice Provisions,Choice Provisions,Choice Provisions,Choice Provisions
86,Groove Coaster,744060,7/16/2018,799,$7.99 ,N/A (N/A/78%),68000,00:00 (00:00),TAITO CORP.,TAITO CORP.,"Degica, TAITO CORP.","Degica, TAITO CORP."
87,The Adventure Pals,396710,4/3/2018,1499,$14.99 ,N/A (N/A/78%),243000,00:00 (00:00),Massive Monster,Massive Monster,Armor Games Studios,Armor Games Studios
89,killer7,868520,11/15/2018,799,$7.99 ,N/A (N/A/78%),57000,00:00 (00:00),"GRASSHOPPER MANUFACTURE INC., Engine Software BV","GRASSHOPPER MANUFACTURE INC., Engine Software BV","NIS America, Inc.","NIS America, Inc."
90,Sairento VR,555880,2/6/2018,2999,$29.99 ,N/A (N/A/78%),75000,00:52 (00:17),"Mixed Realms Pte Ltd, Swag Soft Holdings Pte Ltd","Mixed Realms Pte Ltd, Swag Soft Holdings Pte Ltd",Mixed Realms Pte Ltd,Mixed Realms Pte Ltd
91,Project Warlock,893680,12/6/2018,1200,$12 ,N/A (N/A/78%),130000,00:00 (00:00),Buckshot Software,Buckshot Software,gaming company,gaming company
93,"Warhammer 40,000: Mechanicus",673880,11/15/2018,2999,$29.99 ,N/A (N/A/78%),172000,00:01 (00:00),Bulwark Studios,Bulwark Studios,Kasedo Games,Kasedo Games
94,Mutant Year Zero: Road to Eden,760060,12/4/2018,3499,$34.99 ,N/A (N/A/78%),621000,00:00 (00:00),The Bearded Ladies,The Bearded Ladies,Funcom,Funcom
95,A Way Out,1222700,3/23/2018,2999,$29.99 ,N/A (N/A/78%),841000,06:52 (02:17),Hazelight,Hazelight,Electronic Arts,Electronic Arts
96,BATTLETECH,637090,4/24/2018,3999,$39.99 ,N/A (N/A/78%),1328000,04:01 (01:20),Harebrained Schemes,Harebrained Schemes,Paradox Interactive,Paradox Interactive
97,Insurgency: Sandstorm,581320,12/12/2018,2999,$29.99 ,N/A (N/A/78%),1824000,01:26 (01:49),New World Interactive,New World Interactive,Focus Home Interactive,Focus Home Interactive
98,Cross Racing Championship Extreme,925550,9/18/2018,1499,$14.99 ,N/A (N/A/77%),4000,00:00 (00:00),Invictus Games Ltd.,Invictus Games Ltd.,Invictus Games Ltd.,Invictus Games Ltd.
99,Solo,591750,4/26/2018,1499,$14.99 ,N/A (N/A/77%),8000,00:00 (00:00),Team Gotham,Team Gotham,Team Gotham,Team Gotham
100,A Case of Distrust,717610,2/8/2018,1499,$14.99 ,N/A (N/A/77%),60000,00:00 (00:00),The Wandering Ben,The Wandering Ben,Serenity Forge,Serenity Forge
101,In Death,605450,10/2/2018,2999,$29.99 ,N/A (N/A/77%),117000,00:00 (00:00),Sólfar Studios,Sólfar Studios,Sólfar Studios,Sólfar Studios
102,Remothered: Tormented Fathers,633360,1/30/2018,1999,$19.99 ,N/A (N/A/77%),65000,00:00 (00:00),Stormind Games,Stormind Games,Darril Arts,Darril Arts
103,Shadows: Awakening,585450,8/31/2018,3999,$39.99 ,N/A (N/A/77%),90000,00:00 (00:00),Games Farm,Games Farm,Kalypso Media,Kalypso Media
104,Tower of Time,617480,4/12/2018,2499,$24.99 ,N/A (N/A/77%),74000,00:00 (00:00),Event Horizon,Event Horizon,Event Horizon,Event Horizon
105,Bloodstained: Curse of the Moon,838310,5/24/2018,499,$4.99 ,N/A (N/A/77%),125000,00:00 (00:00),"INTI CREATES CO., LTD.","INTI CREATES CO., LTD.","INTI CREATES CO., LTD.","INTI CREATES CO., LTD."
106,Donut County,702670,8/28/2018,1299,$12.99 ,N/A (N/A/77%),206000,00:00 (00:00),Ben Esposito,Ben Esposito,Annapurna Interactive,Annapurna Interactive
107,Ancestors Legacy,620590,5/22/2018,3499,$34.99 ,N/A (N/A/77%),498000,00:00 (00:00),Destructive Creations,Destructive Creations,1C Entertainment,1C Entertainment
108,The Walking Dead: The Final Season,866800,8/13/2018,1999,$19.99 ,N/A (N/A/77%),702000,00:15 (00:05),Telltale Games,Telltale Games,Skybound Games,Skybound Games
109,Shadow of the Tomb Raider: Definitive Edition,750920,9/14/2018,0,Free,N/A (N/A/77%),1492000,01:30 (02:11),"Eidos-Montréal, Crystal Dynamics, Nixxes, Feral Interactive (Mac), Feral interactive (Linux)","Eidos-Montréal, Crystal Dynamics, Nixxes, Feral Interactive (Mac), Feral interactive (Linux)","Square Enix, Feral Interactive (Mac), Feral interactive (Linux)","Square Enix, Feral Interactive (Mac), Feral interactive (Linux)"
110,Tempest 4000,688140,7/17/2018,1999,$19.99 ,N/A (N/A/76%),19000,00:00 (00:00),Llamasoft Ltd.,Llamasoft Ltd.,Atari Inc,Atari Inc
111,Detective Gallo,556060,5/30/2018,1499,$14.99 ,N/A (N/A/76%),94000,00:00 (00:00),Footprints Games,Footprints Games,Adventure Productions,Adventure Productions
112,Frozen Synapse 2,445020,9/13/2018,2999,$29.99 ,N/A (N/A/76%),15000,00:00 (00:00),Mode 7,Mode 7,Mode 7,Mode 7
113,Aggressors: Ancient Rome,783210,8/30/2018,2999,$29.99 ,N/A (N/A/76%),17000,00:00 (00:00),Kubat Software,Kubat Software,Slitherine Ltd.,Slitherine Ltd.
114,Aggelos,717310,6/19/2018,1499,$14.99 ,N/A (N/A/76%),12000,00:00 (00:00),Storybird Games,Storybird Games,"PQube Limited, Look At My Game","PQube Limited, Look At My Game"
115,Candleman: The Complete Journey,591630,1/31/2018,1499,$14.99 ,N/A (N/A/76%),31000,00:00 (00:00),Candleman Games,Candleman Games,Candleman Games,Candleman Games
116,Aegis Defenders,371140,2/8/2018,1999,$19.99 ,N/A (N/A/76%),160000,00:00 (00:00),GUTS Department,GUTS Department,Humble Games,Humble Games
117,Q.U.B.E. 2,359100,3/13/2018,2499,$24.99 ,N/A (N/A/76%),39000,00:00 (00:00),Toxic Games,Toxic Games,Trapped Nerve Games,Trapped Nerve Games
118,Budget Cuts,400940,6/14/2018,2999,$29.99 ,N/A (N/A/76%),122000,00:00 (00:00),Neat Corporation,Neat Corporation,Neat Corporation,Neat Corporation
119,Forgotton Anne,542050,5/15/2018,1999,$19.99 ,N/A (N/A/76%),38000,00:00 (00:00),ThroughLine Games,ThroughLine Games,Square Enix,Square Enix
120,Unravel Two,1225570,6/9/2018,1999,$19.99 ,N/A (N/A/76%),144000,00:00 (00:00),Coldwood Interactive,Coldwood Interactive,Electronic Arts,Electronic Arts
121,LEGO DC Super-Villains,829110,10/16/2018,3999,$39.99 ,N/A (N/A/76%),136000,25:12 (08:24),"TT Games, Feral Interactive (Mac)","TT Games, Feral Interactive (Mac)","Warner Bros. Interactive Entertainment, Feral Interactive (Mac)","Warner Bros. Interactive Entertainment, Feral Interactive (Mac)"
122,Horizon Chase Turbo,389140,5/15/2018,1999,$19.99 ,N/A (N/A/76%),142000,00:00 (00:00),Aquiris Game Studio,Aquiris Game Studio,Aquiris Game Studio,Aquiris Game Studio
124,Beholder 2,761620,12/4/2018,1499,$14.99 ,N/A (N/A/76%),282000,00:08 (00:02),Warm Lamp Games,Warm Lamp Games,Alawar Premium,Alawar Premium
125,NBA 2K19,841370,9/6/2018,5999,$59.99 ,N/A (N/A/76%),1025000,01:02 (00:20),Visual Concepts,Visual Concepts,2K,2K
126,Artifact,583950,11/28/2018,0,N/A,N/A (N/A/76%),1304000,00:00 (00:00),Valve,Valve,Valve,Valve
127,Surviving Mars,464920,3/15/2018,2999,$29.99 ,N/A (N/A/76%),1344000,01:54 (01:55),Haemimont Games,Haemimont Games,Paradox Interactive,Paradox Interactive
128,Kingdom Come: Deliverance,379430,2/13/2018,2999,$29.99 ,N/A (N/A/76%),2235000,07:53 (09:23),Warhorse Studios,Warhorse Studios,"Warhorse Studios, Deep Silver","Warhorse Studios, Deep Silver"
129,Golem,646010,5/29/2018,1499,$14.99 ,N/A (N/A/75%),7000,00:00 (00:00),Longbow Games,Longbow Games,Longbow Games,Longbow Games
130,Milanoir,642830,5/31/2018,1299,$12.99 ,N/A (N/A/75%),6000,00:00 (00:00),Italo Games,Italo Games,Good Shepherd Entertainment,Good Shepherd Entertainment
131,Flipping Death,626660,8/6/2018,1999,$19.99 ,N/A (N/A/75%),6000,00:00 (00:00),Zoink Games,Zoink Games,Zoink Games,Zoink Games
132,Wulverblade,587180,1/30/2018,1499,$14.99 ,N/A (N/A/75%),29000,00:00 (00:00),"Fully Illustrated, Darkwind Media","Fully Illustrated, Darkwind Media",Darkwind Media,Darkwind Media
133,Prey: Typhon Hunter,741820,12/11/2018,3999,$39.99 ,N/A (N/A/75%),53000,00:03 (00:01),Arkane Studios,Arkane Studios,Bethesda Softworks,Bethesda Softworks
134,Omensight: Definitive Edition,455820,5/15/2018,1999,$19.99 ,N/A (N/A/75%),49000,00:00 (00:00),Spearhead Games,Spearhead Games,Spearhead Games,Spearhead Games
136,Project Hospital,868360,10/30/2018,2499,$24.99 ,N/A (N/A/75%),257000,00:00 (00:00),Oxymoron Games,Oxymoron Games,Oxymoron Games,Oxymoron Games
139,Vandals,809240,4/12/2018,499,$4.99 ,N/A (N/A/74%),17000,00:00 (00:00),"Cosmografik, Novelab, Ex Nihilo, ARTE France","Cosmografik, Novelab, Ex Nihilo, ARTE France",ARTE France,ARTE France
140,Sleep Tight,755670,7/26/2018,1499,$14.99 ,N/A (N/A/74%),5000,00:00 (00:00),We Are Fuzzy,We Are Fuzzy,We Are Fuzzy,We Are Fuzzy
141,Torn,557520,8/28/2018,2999,$29.99 ,N/A (N/A/74%),8000,00:00 (00:00),Aspyr,Aspyr,Aspyr,Aspyr
142,Ys: Memories of Celceta,587110,7/25/2018,1499,$14.99 ,N/A (N/A/74%),22000,00:00 (00:00),Nihon Falcom,Nihon Falcom,"XSEED Games, Marvelous USA, Inc.","XSEED Games, Marvelous USA, Inc."
143,Nantucket,621220,1/18/2018,1799,$17.99 ,N/A (N/A/74%),79000,00:00 (00:00),Picaresque Studio,Picaresque Studio,Fish Eagle,Fish Eagle
144,Where the Water Tastes Like Wine,447120,2/28/2018,499,$4.99 ,N/A (N/A/74%),47000,00:00 (00:00),"Dim Bulb Games, Serenity Forge","Dim Bulb Games, Serenity Forge",Good Shepherd Entertainment,Good Shepherd Entertainment
145,Orwell: Ignorance is Strength,633060,2/22/2018,599,$5.99 ,N/A (N/A/74%),140000,05:37 (01:52),Osmotic Studios,Osmotic Studios,Fellow Traveller,Fellow Traveller
146,Dead In Vinland,573120,4/12/2018,1999,$19.99 ,N/A (N/A/74%),85000,00:00 (00:00),CCCP,CCCP,Dear Villagers,Dear Villagers
147,The Swords of Ditto: Mormo's Curse,619780,4/24/2018,1499,$14.99 ,N/A (N/A/74%),149000,00:00 (00:00),onebitbeyond,onebitbeyond,Devolver Digital,Devolver Digital
148,Party Hard 2,572430,10/25/2018,1999,$19.99 ,N/A (N/A/74%),134000,00:00 (00:00),"Pinokl Games, Kverta, Hologryph","Pinokl Games, Kverta, Hologryph",tinyBuild,tinyBuild
149,Overload,448850,5/31/2018,2999,$29.99 ,N/A (N/A/74%),91000,00:00 (00:00),"Revival Productions, LLC","Revival Productions, LLC","Revival Productions, LLC","Revival Productions, LLC"
150,Bladed fury,927250,12/18/2018,999,$9.99 ,N/A (N/A/74%),121000,00:00 (00:00),NEXT Studios,NEXT Studios,NEXT Studios,NEXT Studios
151,Railway Empire,503940,1/26/2018,989,$9.89 ,N/A (N/A/74%),602000,00:00 (00:00),Gaming Minds Studios,Gaming Minds Studios,Kalypso Media,Kalypso Media
153,Moonlighter,606150,5/29/2018,1999,$19.99 ,N/A (N/A/74%),798000,01:47 (00:35),Digital Sun,Digital Sun,11 bit studios,11 bit studios
154,Pato Box,682080,3/15/2018,1499,$14.99 ,N/A (N/A/73%),5000,00:00 (00:00),"Bromio, 2think design studio","Bromio, 2think design studio",Bromio,Bromio
155,Umiro,727760,3/28/2018,299,$2.99 ,N/A (N/A/73%),13000,00:00 (00:00),Diceroll Studios,Diceroll Studios,Devolver Digital,Devolver Digital
156,Rad Rodgers - Radical Edition,805660,2/21/2018,1999,$19.99 ,N/A (N/A/73%),5000,00:00 (00:00),Slipgate Ironworks™,Slipgate Ironworks™,"HandyGames, 3D Realms","HandyGames, 3D Realms"
157,Battle Princess Madelyn,603930,12/5/2018,1999,$19.99 ,N/A (N/A/73%),5000,00:00 (00:00),Causal Bit Games Inc.,Causal Bit Games Inc.,Monster Bath Studios Inc.,Monster Bath Studios Inc.
158,RUSH,844040,7/13/2018,1999,$19.99 ,N/A (N/A/73%),23000,00:00 (00:00),The Binary Mill,The Binary Mill,The Binary Mill,The Binary Mill
159,Grimmwood - They Come at Night,809280,8/2/2018,0,N/A,N/A (N/A/73%),39000,00:00 (00:00),Big Moustache Games,Big Moustache Games,"Headup, Whisper Games","Headup, Whisper Games"
161,Apocalipsis,505330,2/28/2018,699,$6.99 ,N/A (N/A/73%),100000,00:00 (00:00),Punch Punk Games,Punch Punk Games,Klabater,Klabater
162,Hacktag,622770,2/14/2018,1999,$19.99 ,N/A (N/A/73%),15000,00:00 (00:00),Piece of Cake studios,Piece of Cake studios,Piece of Cake studios,Piece of Cake studios
163,Quarantine Circular,853500,5/22/2018,599,$5.99 ,N/A (N/A/73%),15000,00:00 (00:00),Bithell Games,Bithell Games,Bithell Games,Bithell Games
164,The Fall Part 2: Unbound,510490,2/12/2018,1699,$16.99 ,N/A (N/A/73%),48000,00:00 (00:00),Over The Moon,Over The Moon,Over The Moon,Over The Moon
